file_name,folder,mean_r,mean_g,mean_b,var_r,var_g,var_b,overall_var
..\HAM10000_images_part_1\ISIC_0024350.jpg,HAM10000_images_part_1,229.6683962962963,141.8595962962963,151.6727185185185,262.47353898369005,524.9045497629493,692.8963238689163,2036.7590794499856
..\HAM10000_images_part_1\ISIC_0024351.jpg,HAM10000_images_part_1,202.30518148148147,136.91358888888888,139.7714777777778,187.68175685595338,1323.689840527284,2436.8033738902477,2226.579658157768
..\HAM10000_images_part_1\ISIC_0024352.jpg,HAM10000_images_part_1,165.29038888888888,135.32766296296296,147.76756296296296,313.10397429320983,617.1431740197394,981.3435804312209,788.2597412872185
..\HAM10000_images_part_1\ISIC_0024353.jpg,HAM10000_images_part_1,226.61342592592592,138.78531481481483,139.82976666666667,602.7406308556241,1039.8605658268175,1221.3753650566664,2648.6890200734515
..\HAM10000_images_part_1\ISIC_0024354.jpg,HAM10000_images_part_1,238.39102222222223,156.51974444444446,165.72043703703704,30.965346066172835,205.27382497172835,288.33847417936903,1515.8117506620558
..\HAM10000_images_part_1\ISIC_0024355.jpg,HAM10000_images_part_1,204.84884074074074,152.1804962962963,156.74916296296297,1347.6211471746365,1030.4302507166528,1320.24468078085,1800.3660511080254
..\HAM10000_images_part_1\ISIC_0024356.jpg,HAM10000_images_part_1,188.8966111111111,163.22625185185186,152.92744444444443,67.98205518209878,296.2796026921262,565.226350506173,538.5864171499936
..\HAM10000_images_part_1\ISIC_0024357.jpg,HAM10000_images_part_1,221.15624444444444,145.79627407407406,142.03014074074073,119.83029878469137,393.01928833969816,768.62568412834,1755.4083328438894
..\HAM10000_images_part_1\ISIC_0024358.jpg,HAM10000_images_part_1,210.3168777777778,169.3745111111111,172.43068888888888,276.47928106654325,732.763193279506,1000.2560700439506,1016.6085058413033
..\HAM10000_images_part_1\ISIC_0024359.jpg,HAM10000_images_part_1,187.8472,92.78096296296296,90.79550740740741,849.387363271111,1088.2843709245542,958.868742038834,3016.6871024373095
..\HAM10000_images_part_1\ISIC_0024360.jpg,HAM10000_images_part_1,180.37575925925927,146.7996962962963,156.80075555555555,771.9126309050066,685.3803969448011,971.9194127624694,1007.8657013185048
..\HAM10000_images_part_1\ISIC_0024361.jpg,HAM10000_images_part_1,180.8467,136.3536222222222,123.2632111111111,2369.234139850741,2166.7014253980246,2299.6641976887654,2885.9611460696296
..\HAM10000_images_part_1\ISIC_0024362.jpg,HAM10000_images_part_1,200.7724851851852,102.21207037037037,103.2490037037037,495.8199296016324,1142.8966372691223,1175.6083045629491,3074.337183752903
..\HAM10000_images_part_1\ISIC_0024363.jpg,HAM10000_images_part_1,152.2357,139.31137037037038,168.08466296296297,717.1258418062963,1070.9297892331963,1476.2239247752948,1226.5521063822223
..\HAM10000_images_part_1\ISIC_0024364.jpg,HAM10000_images_part_1,208.15867037037037,122.41917037037037,122.57733703703704,225.58585704689986,462.9535702746777,560.0911300938135,2046.8159071446366
..\HAM10000_images_part_1\ISIC_0024365.jpg,HAM10000_images_part_1,198.62103333333334,97.64482592592593,90.63547037037037,262.51005463592594,867.8678402659947,840.6824181491221,3091.04314169657
..\HAM10000_images_part_1\ISIC_0024366.jpg,HAM10000_images_part_1,225.12163333333334,188.78140740740741,200.20416296296295,694.3258090359259,1323.1087950562412,2366.4714137808496,1691.5210831229613
..\HAM10000_images_part_1\ISIC_0024367.jpg,HAM10000_images_part_1,188.04154444444444,153.01504814814814,161.3178,456.4224110961729,648.6239772569411,1098.693180937778,957.9075951236152
..\HAM10000_images_part_1\ISIC_0024368.jpg,HAM10000_images_part_1,185.79618888888888,104.42754444444445,105.9446037037037,875.064931401358,1135.1798020443214,1415.494283102208,2586.2944970836747
..\HAM10000_images_part_1\ISIC_0024369.jpg,HAM10000_images_part_1,201.8204,132.57226666666668,128.3522851851852,476.8980549511111,794.8418441955555,779.7753432964472,1818.357981736367
..\HAM10000_images_part_1\ISIC_0024370.jpg,HAM10000_images_part_1,195.7061148148148,120.80482222222223,142.2532148148148,417.89202779422493,1352.9795574869136,536.6583859612621,1761.1155121093739
..\HAM10000_images_part_1\ISIC_0024371.jpg,HAM10000_images_part_1,185.02036296296296,149.65408888888888,134.10407777777777,671.2162372015912,837.8583973550618,1161.92630485321,1344.227455858544
..\HAM10000_images_part_1\ISIC_0024372.jpg,HAM10000_images_part_1,200.2026148148148,151.82647407407407,163.81658148148148,264.0308213108916,903.9759331974761,1155.6962132026197,1197.6739992751707
..\HAM10000_images_part_1\ISIC_0024373.jpg,HAM10000_images_part_1,213.1468,128.61982592592594,129.91626296296297,155.59017568592594,376.6497824882167,386.3811251456653,1869.9639600603566
..\HAM10000_images_part_1\ISIC_0024374.jpg,HAM10000_images_part_1,210.9951814814815,149.33999259259258,145.36105925925926,310.70883974484224,837.7985013332784,964.785828803896,1607.2124152137033
..\HAM10000_images_part_1\ISIC_0024375.jpg,HAM10000_images_part_1,215.4357222222222,154.76874074074075,160.48666296296295,54.47183133024692,104.14241545130317,121.45471841973935,841.4203650772504
..\HAM10000_images_part_1\ISIC_0024376.jpg,HAM10000_images_part_1,212.5142888888889,121.48881851851851,126.68914814814815,128.40513656839508,262.26613423373107,383.20232668175584,2000.0283622248428
..\HAM10000_images_part_1\ISIC_0024377.jpg,HAM10000_images_part_1,201.39999259259258,179.28063703703702,177.6362,365.7578207406859,967.6018947052949,1460.6825014118522,1048.7571724799022
..\HAM10000_images_part_1\ISIC_0024378.jpg,HAM10000_images_part_1,160.33863333333332,131.76004814814814,149.66861111111112,344.93087190999995,377.9308268124966,421.36080733024687,520.4410056629156
..\HAM10000_images_part_1\ISIC_0024379.jpg,HAM10000_images_part_1,243.34671851851851,199.38644444444444,236.5647111111111,133.97474923187931,660.2660755061729,1294.1092124720988,1069.5305494566733
..\HAM10000_images_part_1\ISIC_0024380.jpg,HAM10000_images_part_1,205.1862925925926,170.9130037037037,189.1922962962963,183.12955803290805,579.6778279407268,966.8743480603566,772.6271098416397
..\HAM10000_images_part_1\ISIC_0024381.jpg,HAM10000_images_part_1,154.33664444444443,128.85781111111112,139.79447037037036,924.30245570321,1261.2690304680245,1574.4557983120849,1362.259793781283
..\HAM10000_images_part_1\ISIC_0024382.jpg,HAM10000_images_part_1,189.77834814814815,128.89335925925926,143.89833703703704,306.07845564175585,422.3904610857477,563.7451794567763,1101.5276598022501
..\HAM10000_images_part_1\ISIC_0024383.jpg,HAM10000_images_part_1,208.86086666666668,141.10794444444446,154.07754814814814,428.65392339703703,993.1804554043209,1347.4284751736075,1785.296626634219
..\HAM10000_images_part_1\ISIC_0024384.jpg,HAM10000_images_part_1,206.04212962962964,121.83381481481482,119.12845555555556,381.700539909122,488.09804174348415,551.7112287998766,2101.8750472316046
..\HAM10000_images_part_1\ISIC_0024385.jpg,HAM10000_images_part_1,231.98933703703705,148.77134074074075,156.63966296296297,131.1135196345542,262.0310704987106,379.5990646271469,1664.7721943903923
..\HAM10000_images_part_1\ISIC_0024386.jpg,HAM10000_images_part_1,208.17731481481482,130.28864074074073,163.9721148148148,122.25187427126203,520.4693717079698,395.42615945348416,1363.3070997838115
..\HAM10000_images_part_1\ISIC_0024387.jpg,HAM10000_images_part_1,160.66332592592593,129.07386666666667,119.71567407407407,505.30679871599455,520.0101066785186,693.9274106196983,879.9903161239507
..\HAM10000_images_part_1\ISIC_0024388.jpg,HAM10000_images_part_1,218.8860740740741,108.80956296296296,109.2223925925926,96.41805051303155,290.6152596608504,426.83360820142667,2953.8591686550476
..\HAM10000_images_part_1\ISIC_0024389.jpg,HAM10000_images_part_1,212.07891851851852,123.84564814814814,155.4347111111111,313.1027126081756,436.1481569873114,571.4118855091358,1772.614821917351
..\HAM10000_images_part_1\ISIC_0024390.jpg,HAM10000_images_part_1,211.004,115.66072962962963,103.93351481481481,439.80568770370365,1318.2975437639366,1411.3572056460769,3355.5929868180515
..\HAM10000_images_part_1\ISIC_0024391.jpg,HAM10000_images_part_1,214.75115555555556,105.79472222222222,112.28210740740741,80.35964681283953,166.3777980709876,143.11979689216733,2620.340898330839
..\HAM10000_images_part_1\ISIC_0024392.jpg,HAM10000_images_part_1,214.78655925925926,136.46672222222222,135.48225555555555,1256.4968541613034,2236.5443296265435,2753.1554925420987,3462.5254070049923
..\HAM10000_images_part_1\ISIC_0024393.jpg,HAM10000_images_part_1,221.19522592592594,137.05862962962962,138.5014,809.475616467476,765.476007010974,746.8831461881481,2320.535730881633
..\HAM10000_images_part_1\ISIC_0024394.jpg,HAM10000_images_part_1,202.67767407407408,144.45902222222222,140.80226296296297,1296.1568245159947,1671.013757858765,2777.927600064185,2718.516039912573
..\HAM10000_images_part_1\ISIC_0024395.jpg,HAM10000_images_part_1,230.34075925925927,142.68814814814814,161.3949814814815,111.28857571982167,590.4282002743483,743.5239637033608,1902.4631489368999
..\HAM10000_images_part_1\ISIC_0024396.jpg,HAM10000_images_part_1,205.32745555555556,161.22931111111112,166.34537777777777,241.95050248876547,327.58782382172836,422.324091968395,718.4455693655831
..\HAM10000_images_part_1\ISIC_0024397.jpg,HAM10000_images_part_1,174.10998148148147,90.96701481481482,93.86592962962963,820.5979225922497,974.8381119775581,1201.1096066172702,2483.3223771557696
..\HAM10000_images_part_1\ISIC_0024398.jpg,HAM10000_images_part_1,225.16217777777777,139.78392222222223,151.00529259259258,420.93183170172836,488.3480696532099,623.3516645810562,1945.8337769861666
..\HAM10000_images_part_1\ISIC_0024399.jpg,HAM10000_images_part_1,203.4612111111111,110.09081111111111,102.30385185185185,496.9017472739507,741.111475564321,727.6282296076816,2767.6004467011203
..\HAM10000_images_part_1\ISIC_0024400.jpg,HAM10000_images_part_1,158.3687,115.29257037037037,131.90035185185187,781.4267158655555,733.3416618376408,1307.7221998761997,1255.4907262261177
..\HAM10000_images_part_1\ISIC_0024401.jpg,HAM10000_images_part_1,217.5519962962963,129.8187814814815,140.36963333333333,312.0569408296158,876.7679635522495,1252.206671198889,2343.1832595367764
..\HAM10000_images_part_1\ISIC_0024402.jpg,HAM10000_images_part_1,203.78121851851853,179.2477851851852,208.1504148148148,121.48498281150891,466.82195065015094,201.01098279089166,424.921663962431
..\HAM10000_images_part_1\ISIC_0024403.jpg,HAM10000_images_part_1,204.77643333333333,165.1982074074074,169.96422222222222,694.9918586862966,1240.4086693792042,1425.3124755061729,1431.4644353131393
..\HAM10000_images_part_1\ISIC_0024404.jpg,HAM10000_images_part_1,206.4916111111111,128.04462222222222,141.5638074074074,217.69190740432103,302.3379644128396,338.0656693555007,1458.511639012161
..\HAM10000_images_part_1\ISIC_0024405.jpg,HAM10000_images_part_1,222.82983333333334,147.08522222222223,165.40763333333334,361.73326182407413,678.8950482839507,922.8191054359261,1695.6231289744312
..\HAM10000_images_part_1\ISIC_0024406.jpg,HAM10000_images_part_1,204.8528,168.00987037037038,151.1679814814815,729.1875395674075,787.6837655387518,787.7861044441015,1270.7869614507301
..\HAM10000_images_part_1\ISIC_0024407.jpg,HAM10000_images_part_1,218.50332962962963,143.36564814814815,145.10175185185184,656.0643222468999,932.3357940243484,740.8439984124966,2002.6899109778858
..\HAM10000_images_part_1\ISIC_0024408.jpg,HAM10000_images_part_1,164.67122592592594,127.31858518518519,134.90143333333333,625.8859705711797,555.5203553316323,748.3205549825926,903.1267277785464
..\HAM10000_images_part_1\ISIC_0024409.jpg,HAM10000_images_part_1,174.49315925925927,139.73464444444446,148.27847037037037,1377.2242939450066,1128.9117790217283,1496.7640209194926,1553.0068343093492
..\HAM10000_images_part_1\ISIC_0024410.jpg,HAM10000_images_part_1,174.48765925925926,147.02357407407408,164.80783333333332,540.7341810394514,1008.8069442630317,1346.9236534537042,1094.8499131871604
..\HAM10000_images_part_1\ISIC_0024411.jpg,HAM10000_images_part_1,212.27077037037037,161.4331777777778,185.82922592592593,230.29292785097397,434.49722367950625,482.0771510304388,813.2650184608304
..\HAM10000_images_part_1\ISIC_0024412.jpg,HAM10000_images_part_1,172.93642962962963,148.9122,146.9833925925926,322.4795958450481,600.0228244933331,835.5814501199453,725.4106277925378
..\HAM10000_images_part_1\ISIC_0024413.jpg,HAM10000_images_part_1,216.89537037037036,126.01945555555555,141.11192592592593,470.31314893689995,917.4274029628394,1030.1229022167352,2386.992818835956
..\HAM10000_images_part_1\ISIC_0024414.jpg,HAM10000_images_part_1,214.31012962962964,125.92328518518518,135.15834814814815,945.7400751683812,1432.9891259482986,1892.1971480861998,2997.256024230796
..\HAM10000_images_part_1\ISIC_0024415.jpg,HAM10000_images_part_1,175.74576666666667,71.68466666666667,68.24367037037037,779.2765913381484,1247.1579574814814,1047.6773173431964,3513.287699478641
..\HAM10000_images_part_1\ISIC_0024416.jpg,HAM10000_images_part_1,169.41496666666666,153.68235925925927,148.93578888888888,443.2549693322221,584.9572710264883,757.9051695258025,671.9770909137617
..\HAM10000_images_part_1\ISIC_0024417.jpg,HAM10000_images_part_1,209.61870370370372,119.04834814814815,128.8931888888889,288.49509461591225,491.93904764175574,537.300091386543,2085.5246264133134
..\HAM10000_images_part_1\ISIC_0024418.jpg,HAM10000_images_part_1,206.40064444444445,175.22343333333333,182.8351148148148,277.1312025476543,624.792059027037,929.3662091720026,786.5731985119281
..\HAM10000_images_part_1\ISIC_0024419.jpg,HAM10000_images_part_1,229.95597407407408,136.68557407407408,142.43403703703703,270.6145172734019,537.2238585593278,786.6664192578875,2352.890687842609
..\HAM10000_images_part_1\ISIC_0024420.jpg,HAM10000_images_part_1,182.20095555555557,153.17017037037036,166.9863074074074,580.8758835313579,994.0026716746775,1138.7133051055007,1045.103692255679
..\HAM10000_images_part_1\ISIC_0024421.jpg,HAM10000_images_part_1,204.36309259259258,121.98507777777778,111.31713333333333,696.8413378432783,1006.7386773272837,1266.2498264488888,2718.5536025370775
..\HAM10000_images_part_1\ISIC_0024422.jpg,HAM10000_images_part_1,195.8342,158.7641037037037,162.0337925925926,142.07028813777777,335.6631973818382,491.45268028290815,603.878771462344
..\HAM10000_images_part_1\ISIC_0024423.jpg,HAM10000_images_part_1,200.98695925925927,121.84694444444445,123.65373703703703,416.02693734648835,750.9243702932099,858.3578760345542,2035.8623616284574
..\HAM10000_images_part_1\ISIC_0024424.jpg,HAM10000_images_part_1,165.02427777777777,122.11704814814814,104.52297037037037,530.6417772561729,350.7969849162003,288.6633908806036,1035.6996205005335
..\HAM10000_images_part_1\ISIC_0024425.jpg,HAM10000_images_part_1,175.44005555555555,138.77642962962963,135.34091851851852,176.4352066635803,365.2868533265295,502.9288708600276,677.546420699587
..\HAM10000_images_part_1\ISIC_0024426.jpg,HAM10000_images_part_1,207.36324814814816,168.2991111111111,168.09723333333332,513.5243211532373,1305.0455621728395,1383.0724160492593,1408.0882638498704
..\HAM10000_images_part_1\ISIC_0024427.jpg,HAM10000_images_part_1,221.80093703703704,130.83798518518518,146.19822962962962,200.38680727010967,723.1813808294103,1053.1058679768998,2239.5541393949684
..\HAM10000_images_part_1\ISIC_0024428.jpg,HAM10000_images_part_1,219.0887,136.5808925925926,138.3723148148148,300.29358786555554,702.3941823143896,811.897111308299,2085.5152176204465
..\HAM10000_images_part_1\ISIC_0024429.jpg,HAM10000_images_part_1,211.7785037037037,119.37268518518519,130.64356296296296,1622.3926060573936,3272.2991094564463,3928.466685971961,4635.357977268878
..\HAM10000_images_part_1\ISIC_0024430.jpg,HAM10000_images_part_1,231.77911481481482,156.60547407407407,159.6062074074074,432.35979121644726,902.2876233678464,1317.431445912538,2091.6939786538273
..\HAM10000_images_part_1\ISIC_0024431.jpg,HAM10000_images_part_1,183.7294222222222,138.72643333333335,172.8373074074074,1584.8813209995062,1186.8098538714817,1635.7730385277232,1836.6501715962272
..\HAM10000_images_part_1\ISIC_0024432.jpg,HAM10000_images_part_1,164.22295185185186,137.39533703703702,136.91903703703704,2391.8695702495334,2254.2994604789988,2497.6241857393693,2544.092354662271
..\HAM10000_images_part_1\ISIC_0024433.jpg,HAM10000_images_part_1,225.15197407407408,157.05185555555556,154.54246296296296,151.53607795488338,434.6398480383951,674.8269228227024,1490.2927554686767
..\HAM10000_images_part_1\ISIC_0024434.jpg,HAM10000_images_part_1,242.33763703703704,159.6120222222222,159.61663333333334,95.35562345344309,465.1255028735802,735.8677596285183,1952.815386596249
..\HAM10000_images_part_1\ISIC_0024435.jpg,HAM10000_images_part_1,169.1503074074074,122.77814814814815,125.95946666666667,364.89798916475996,315.0390336076818,532.8527274192592,851.5906573721672
..\HAM10000_images_part_1\ISIC_0024436.jpg,HAM10000_images_part_1,200.01544074074073,185.9718259259259,202.60306666666668,152.35032825019204,683.1071358511798,707.7079772622224,567.7792686296295
..\HAM10000_images_part_1\ISIC_0024437.jpg,HAM10000_images_part_1,191.6969222222222,161.74537407407408,184.9669,172.01431052728395,365.2305248971057,630.666856241852,553.929197434402
..\HAM10000_images_part_1\ISIC_0024438.jpg,HAM10000_images_part_1,219.37242962962964,122.7663925925926,124.75405185185186,268.8761628376406,796.8491238755006,926.407198397311,2696.1902277735476
..\HAM10000_images_part_1\ISIC_0024439.jpg,HAM10000_images_part_1,183.9664,145.4917,123.18155555555556,350.43127844740735,626.2806570359259,828.2465931358024,1231.9686650238548
..\HAM10000_images_part_1\ISIC_0024440.jpg,HAM10000_images_part_1,205.8720888888889,114.36004444444444,112.2600962962963,276.10637208098757,524.1929457758026,603.2312313981344,2372.517873949695
..\HAM10000_images_part_1\ISIC_0024441.jpg,HAM10000_images_part_1,212.21512592592592,171.1305111111111,178.77987037037036,322.4518689841427,1507.2794112943209,2592.1833540572707,1792.2353876257137
..\HAM10000_images_part_1\ISIC_0024442.jpg,HAM10000_images_part_1,223.09943333333334,135.21465925925926,142.9947222222222,225.30749449370367,603.4677584394512,758.501405478395,2106.9841790208807
..\HAM10000_images_part_1\ISIC_0024443.jpg,HAM10000_images_part_1,197.99785925925926,170.41526296296297,173.63127777777777,390.1866917135253,599.4833307456653,889.1470179969134,777.9248649106173
..\HAM10000_images_part_1\ISIC_0024444.jpg,HAM10000_images_part_1,204.73894074074073,127.80641851851851,151.67425555555556,646.6824332483403,1069.4722854692868,1389.951160927284,2069.162785892979
..\HAM10000_images_part_1\ISIC_0024445.jpg,HAM10000_images_part_1,183.14406666666667,165.47726666666668,166.45157037037038,331.8667929437037,536.7882535659259,564.1223730894924,543.3374201495872
..\HAM10000_images_part_1\ISIC_0024446.jpg,HAM10000_images_part_1,142.3904074074074,127.80418148148148,144.64481851851852,292.5898042784636,338.05194029299037,382.1364201892867,393.3091007017224
..\HAM10000_images_part_1\ISIC_0024447.jpg,HAM10000_images_part_1,183.09482222222223,158.45537037037036,152.44578148148148,306.73744578321,658.1790007887516,974.1100603522498,822.1845516970442
..\HAM10000_images_part_1\ISIC_0024448.jpg,HAM10000_images_part_1,170.32951111111112,136.91351111111112,147.39867407407408,94.26494835358028,272.32874930172835,332.7883775011797,427.8374678942784
..\HAM10000_images_part_1\ISIC_0024449.jpg,HAM10000_images_part_1,173.04371111111112,112.14877777777778,116.55563333333333,1273.3821708202474,1253.400109617284,2000.3765715988895,2277.776974299575
..\HAM10000_images_part_1\ISIC_0024450.jpg,HAM10000_images_part_1,203.77235555555555,153.24272592592592,154.24594074074074,1045.2259261550616,1046.1729656063649,1203.0270168557477,1654.4881556369817
